,index,User,Card,Year,Month,Day,Time,Amount,Use Chip,Merchant Name,Merchant City,Merchant State,Zip,MCC,Errors,Fraud,trans_date_trans_time,Trans_hour,Day_of_week,MCC_Category,Person,Current Age,Retirement Age,Birth Year,Birth Month,Gender,Address,Apartment,City,State,Zipcode,Latitude,Longitude,Per Capita Income - Zipcode,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards,index,cc_num,val_for_agg,trans_date,hist_trans_60d,hist_trans_24h,hist_fraud_trans_24h,hist_fraud_trans_2h,hist_trans_avg_amt_60d
70,68,0,2,2008,10,16,6:19,97.72,Swipe Transaction,2.02755E+18,Mira Loma,CA,91752,5541,,No,2008/10/16 6:19,6,Thursday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_2,1,2008/10/16,16,1,0,0,81.9975
71,69,0,2,2008,10,21,6:18,125.93,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,,No,2008/10/21 6:18,6,Tuesday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_2,1,2008/10/21,17,2,0,0,82.92235294
72,70,0,2,2008,10,23,6:25,95.14,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,,No,2008/10/23 6:25,6,Thursday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_2,1,2008/10/23,18,1,0,0,85.31166667
73,71,0,2,2008,10,24,6:50,30.3,Swipe Transaction,5.81722E+18,La Verne,CA,91750,5912,,No,2008/10/24 6:50,6,Friday,Miscellaneous Stores,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_2,1,2008/10/24,19,1,0,0,85.82894737
74,72,0,2,2008,10,27,6:29,144.84,Swipe Transaction,-2.45178E+17,La Verne,CA,91750,5311,,No,2008/10/27 6:29,6,Monday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_2,1,2008/10/27,20,1,0,0,83.0525
75,73,0,2,2008,10,28,6:53,62.26,Swipe Transaction,4.06065E+18,La Verne,CA,91750,5411,,No,2008/10/28 6:53,6,Tuesday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_2,1,2008/10/28,21,1,0,0,85.9947619
76,74,0,2,2008,10,29,16:53,37.94,Swipe Transaction,8.38425E+17,Mira Loma,CA,91752,4814,,No,2008/10/29 16:53,16,Wednesday,Utility Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_2,1,2008/10/29,22,1,0,0,84.91590909
77,75,0,2,2008,10,30,13:14,6.91,Swipe Transaction,4.06065E+18,La Verne,CA,91750,5411,,No,2008/10/30 13:14,13,Thursday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_2,1,2008/10/30,23,1,0,0,82.87347826
78,76,0,2,2008,10,31,6:13,30.6,Swipe Transaction,-3.45515E+16,La Verne,CA,91750,5912,,No,2008/10/31 6:13,6,Friday,Miscellaneous Stores,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_2,1,2008/10/31,24,2,0,0,79.70833333
79,77,0,2,2008,11,1,6:44,37.59,Swipe Transaction,5.81722E+18,La Verne,CA,91750,5912,,No,2008/11/1 6:44,6,Saturday,Miscellaneous Stores,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_2,1,2008/11/1,25,2,0,0,77.744
80,78,0,2,2008,11,4,6:51,41.15,Swipe Transaction,5.81722E+18,La Verne,CA,91750,5912,,No,2008/11/4 6:51,6,Tuesday,Miscellaneous Stores,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_2,1,2008/11/4,26,1,0,0,76.19961538
81,79,0,2,2008,11,5,6:41,39.66,Swipe Transaction,5.81722E+18,La Verne,CA,91750,5912,,No,2008/11/5 6:41,6,Wednesday,Miscellaneous Stores,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_2,1,2008/11/5,27,1,0,0,74.90148148
82,80,0,2,2008,11,7,12:58,10.66,Swipe Transaction,2.02755E+18,Mira Loma,CA,91752,5541,,No,2008/11/7 12:58,12,Friday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_2,1,2008/11/7,28,2,0,0,73.64285714
83,81,0,2,2008,11,8,6:26,129.18,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,,No,2008/11/8 6:26,6,Saturday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_2,1,2008/11/8,29,1,0,0,71.47103448
84,82,0,2,2008,11,9,6:35,40.5,Swipe Transaction,-3.45515E+16,La Verne,CA,91750,5912,,No,2008/11/9 6:35,6,Sunday,Miscellaneous Stores,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_2,1,2008/11/9,30,2,0,0,72.33354839
85,83,0,2,2008,11,9,13:12,91,Swipe Transaction,2.02755E+18,Mira Loma,CA,91752,5541,,No,2008/11/9 13:12,13,Sunday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_2,1,2008/11/9,30,1,0,0,72.33354839
86,84,0,2,2008,11,9,13:18,56.02,Swipe Transaction,2.02755E+18,Mira Loma,CA,91752,5541,,No,2008/11/9 13:18,13,Sunday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_2,1,2008/11/9,30,2,0,0,72.33354839
87,85,0,2,2008,11,9,13:22,-91,Swipe Transaction,2.02755E+18,Mira Loma,CA,91752,5541,,No,2008/11/9 13:22,13,Sunday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_2,1,2008/11/9,30,3,0,0,72.33354839
88,86,0,2,2008,11,10,6:14,173.95,Swipe Transaction,5.81722E+18,La Verne,CA,91750,5912,,No,2008/11/10 6:14,6,Monday,Miscellaneous Stores,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_2,1,2008/11/10,34,4,0,0,67.59882353
89,87,0,2,2008,11,12,6:40,35.92,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,,No,2008/11/12 6:40,6,Wednesday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_2,1,2008/11/12,35,5,0,0,70.63742857
90,88,0,2,2008,11,13,6:05,42.33,Swipe Transaction,5.81722E+18,La Verne,CA,91750,5912,,No,2008/11/13 6:05,6,Thursday,Miscellaneous Stores,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_2,1,2008/11/13,36,1,0,0,69.67305556
91,89,0,2,2008,11,14,6:27,120,Swipe Transaction,-4.28247E+18,Mira Loma,CA,91752,4829,,No,2008/11/14 6:27,6,Friday,Utility Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_2,1,2008/11/14,37,2,0,0,68.93405405
92,90,0,2,2008,11,14,6:58,41.53,Swipe Transaction,-3.45515E+16,La Verne,CA,91750,5912,,No,2008/11/14 6:58,6,Friday,Miscellaneous Stores,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_2,1,2008/11/14,37,1,0,0,68.93405405
93,91,0,2,2008,11,17,6:18,109.25,Swipe Transaction,2.02755E+18,Mira Loma,CA,91752,5541,,No,2008/11/17 6:18,6,Monday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_2,1,2008/11/17,39,2,0,0,69.54076923
94,92,0,2,2008,11,19,6:05,122.54,Swipe Transaction,3.52721E+18,La Verne,CA,91750,5300,,No,2008/11/19 6:05,6,Wednesday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_2,1,2008/11/19,40,1,0,0,70.5335
95,93,0,2,2008,11,20,6:47,41.41,Swipe Transaction,-3.45515E+16,La Verne,CA,91750,5912,,No,2008/11/20 6:47,6,Thursday,Miscellaneous Stores,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_2,1,2008/11/20,41,1,0,0,71.80195122
96,94,0,2,2008,11,21,6:37,36.72,Swipe Transaction,-3.45515E+16,La Verne,CA,91750,5912,,No,2008/11/21 6:37,6,Friday,Miscellaneous Stores,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_2,1,2008/11/21,42,1,0,0,71.07833333
97,95,0,2,2008,11,25,6:22,129.88,Swipe Transaction,5.81722E+18,La Verne,CA,91750,5912,,No,2008/11/25 6:22,6,Tuesday,Miscellaneous Stores,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_2,1,2008/11/25,43,2,0,0,70.27930233
98,96,0,2,2008,11,25,11:43,31.82,Swipe Transaction,6.66197E+18,Ontario,CA,91761,5211,,No,2008/11/25 11:43,11,Tuesday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_2,1,2008/11/25,43,1,0,0,70.27930233
99,97,0,2,2008,11,26,16:02,81.5,Swipe Transaction,3.52721E+18,La Verne,CA,91750,5300,,No,2008/11/26 16:02,16,Wednesday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_2,1,2008/11/26,45,2,0,0,70.74911111
100,98,0,2,2008,11,27,6:46,39.35,Swipe Transaction,-5.47568E+18,Monterey Park,CA,91755,5942,,No,2008/11/27 6:46,6,Thursday,Miscellaneous Stores,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_2,1,2008/11/27,46,1,0,0,70.30978723
101,99,0,2,2008,11,27,9:36,67.64,Swipe Transaction,4.05526E+18,La Verne,CA,91750,7538,,No,2008/11/27 9:36,9,Thursday,Business Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_2,1,2008/11/27,46,2,0,0,70.30978723
102,100,0,2,2008,11,29,6:02,122.07,Swipe Transaction,4.06065E+18,La Verne,CA,91750,5411,"Insufficient Balance,",No,2008/11/29 6:02,6,Saturday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_2,1,2008/11/29,48,3,0,0,70.25416667
103,101,0,2,2008,11,30,16:36,80.31,Swipe Transaction,1.91348E+18,La Verne,CA,91750,5300,,No,2008/11/30 16:36,16,Sunday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_2,1,2008/11/30,49,1,0,0,71.31163265
104,102,0,3,2008,10,2,6:20,89.54,Swipe Transaction,3.52721E+18,La Verne,CA,91750,5300,,No,2008/10/2 6:20,6,Thursday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/2,1,1,0,0,71.4916
105,103,0,3,2008,10,2,21:23,65.82,Swipe Transaction,-1.60579E+18,La Verne,CA,91750,5812,,No,2008/10/2 21:23,21,Thursday,Miscellaneous Stores,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/2,1,1,0,0,71.4916
106,104,0,3,2008,10,3,6:39,43.42,Swipe Transaction,4.06065E+18,La Verne,CA,91750,5411,,No,2008/10/3 6:39,6,Friday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/3,2,2,0,0,77.68
107,105,0,3,2008,10,4,13:24,136.58,Swipe Transaction,7.94533E+18,La Verne,CA,91750,4900,,No,2008/10/4 13:24,13,Saturday,Utility Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/4,3,2,0,0,66.26
108,106,0,3,2008,10,4,13:34,82.05,Swipe Transaction,4.06065E+18,La Verne,CA,91750,5411,,No,2008/10/4 13:34,13,Saturday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/4,3,1,0,0,66.26
109,107,0,3,2008,10,5,6:42,131.84,Swipe Transaction,2.02755E+18,Mira Loma,CA,91752,5541,,No,2008/10/5 6:42,6,Sunday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/5,5,2,0,0,83.482
110,108,0,3,2008,10,6,6:30,39.8,Swipe Transaction,-5.47568E+18,Monterey Park,CA,91755,5942,,No,2008/10/6 6:30,6,Monday,Miscellaneous Stores,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/6,6,3,0,0,84.15
111,109,0,3,2008,10,6,7:09,37.44,Swipe Transaction,4.06065E+18,La Verne,CA,91750,5411,,No,2008/10/6 7:09,7,Monday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/6,6,2,0,0,84.15
112,110,0,3,2008,10,7,6:21,87.36,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,,No,2008/10/7 6:21,6,Tuesday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/7,8,2,0,0,78.31125
113,111,0,3,2008,10,8,6:08,139.74,Swipe Transaction,2.02755E+18,Mira Loma,CA,91752,5541,,No,2008/10/8 6:08,6,Wednesday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/8,9,3,0,0,79.31666667
114,112,0,3,2008,10,8,6:19,121.82,Swipe Transaction,2.02755E+18,Mira Loma,CA,91752,5541,"Insufficient Balance,",No,2008/10/8 6:19,6,Wednesday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/8,9,2,0,0,79.31666667
115,113,0,3,2008,10,8,19:24,13.3,Swipe Transaction,8.08093E+18,Monterey Park,CA,91754,5310,,No,2008/10/8 19:24,19,Wednesday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/8,9,3,0,0,79.31666667
116,114,0,3,2008,10,9,0:18,30.55,Swipe Transaction,6.66197E+18,Ontario,CA,91761,5211,,No,2008/10/9 0:18,0,Thursday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/9,12,3,0,0,78.40461538
117,115,0,3,2008,10,9,5:39,177.83,Swipe Transaction,5.81722E+18,La Verne,CA,91750,5912,,No,2008/10/9 5:39,5,Thursday,Miscellaneous Stores,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/9,12,4,0,0,78.40461538
118,116,0,3,2008,10,9,13:37,52.48,Swipe Transaction,-7.14667E+18,Monterey Park,CA,91755,5970,,No,2008/10/9 13:37,13,Thursday,Miscellaneous Stores,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/9,12,5,0,0,78.40461538
119,117,0,3,2008,10,10,6:38,46.14,Swipe Transaction,4.06065E+18,La Verne,CA,91750,5411,,No,2008/10/10 6:38,6,Friday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/10,15,4,0,0,76.86764706
120,118,0,3,2008,10,10,9:37,11.04,Swipe Transaction,1.91348E+18,Pasadena,CA,91106,5300,,Yes,2008/10/10 9:37,9,Friday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/10,15,2,0,0,76.86764706
121,119,0,3,2008,10,10,16:43,118.68,Swipe Transaction,6.13029E+18,La Verne,CA,91750,5651,,No,2008/10/10 16:43,16,Friday,Clothing Stores,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/10,15,3,0,0,76.86764706
122,120,0,3,2008,10,10,22:21,190.07,Swipe Transaction,5.81722E+18,La Verne,CA,91750,5912,,No,2008/10/10 22:21,22,Friday,Miscellaneous Stores,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/10,15,3,0,0,76.86764706
123,121,0,3,2008,10,12,6:28,124.19,Swipe Transaction,-2.45178E+17,La Verne,CA,91750,5311,,No,2008/10/12 6:28,6,Sunday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/12,19,4,0,0,83.29909091
124,122,0,3,2008,10,12,6:43,24.03,Swipe Transaction,-3.45515E+16,La Verne,CA,91750,5912,,No,2008/10/12 6:43,6,Sunday,Miscellaneous Stores,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/12,19,1,0,0,83.29909091
125,123,0,3,2008,10,12,11:52,68.86,Swipe Transaction,-2.45178E+17,Upland,CA,91786,5311,,Yes,2008/10/12 11:52,11,Sunday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/12,19,2,1,1,83.29909091
126,124,0,3,2008,10,12,15:54,96.19,Swipe Transaction,3.18952E+18,La Verne,CA,91750,5311,,Yes,2008/10/12 15:54,15,Sunday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/12,19,3,1,1,83.29909091
127,125,0,3,2008,10,12,15:58,298,Swipe Transaction,1.7153E+18,Corona,CA,92881,3722,,Yes,2008/10/12 15:58,15,Sunday,(T&E) Lodging,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/12,19,4,2,1,83.29909091
128,126,0,3,2008,10,13,6:19,140,Swipe Transaction,-4.28247E+18,Mira Loma,CA,91752,4829,,No,2008/10/13 6:19,6,Monday,Utility Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/13,24,5,0,0,90.58888889
129,127,0,3,2008,10,13,7:02,3.72,Swipe Transaction,1.97144E+18,Upland,CA,91784,5300,,Yes,2008/10/13 7:02,7,Monday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/13,24,6,3,2,90.58888889
130,128,0,3,2008,10,13,7:08,75.41,Swipe Transaction,-9.00886E+17,Claremont,CA,91711,5310,,Yes,2008/10/13 7:08,7,Monday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/13,24,5,4,1,90.58888889
131,129,0,3,2008,10,13,8:10,245.41,Swipe Transaction,-1.39682E+18,Chula Vista,CA,91913,5816,,Yes,2008/10/13 8:10,8,Monday,Miscellaneous Stores,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/13,24,6,5,2,90.58888889
132,130,0,3,2008,10,13,8:13,196.1,Swipe Transaction,9.70328E+16,Upland,CA,91784,5411,,Yes,2008/10/13 8:13,8,Monday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/13,24,7,6,3,90.58888889
133,131,0,3,2008,10,13,20:06,47.7,Swipe Transaction,-4.50054E+18,La Verne,CA,91750,5814,,No,2008/10/13 20:06,20,Monday,Miscellaneous Stores,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/13,24,8,0,0,90.58888889
134,132,0,3,2008,10,14,6:18,147.64,Swipe Transaction,3.52721E+18,La Verne,CA,91750,5300,,No,2008/10/14 6:18,6,Tuesday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/14,30,6,0,0,97.837
135,133,0,3,2008,10,17,13:01,92,Swipe Transaction,2.02755E+18,Mira Loma,CA,91752,5541,"Insufficient Balance,",No,2008/10/17 13:01,13,Friday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/17,31,7,0,0,93.41666667
136,134,0,3,2008,10,17,13:10,-92,Swipe Transaction,2.02755E+18,Mira Loma,CA,91752,5541,,No,2008/10/17 13:10,13,Friday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/17,31,1,0,0,93.41666667
137,135,0,3,2008,10,17,13:14,74.61,Swipe Transaction,2.02755E+18,Mira Loma,CA,91752,5541,,No,2008/10/17 13:14,13,Friday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/17,31,2,0,0,93.41666667
138,136,0,3,2008,10,18,6:26,138.56,Swipe Transaction,-7.27612E+17,Monterey Park,CA,91754,5411,,No,2008/10/18 6:26,6,Saturday,Retail Outlet Services,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/18,34,3,0,0,92.86352941
139,137,0,3,2008,10,20,6:53,26.59,Swipe Transaction,5.81722E+18,La Verne,CA,91750,5912,,No,2008/10/20 6:53,6,Monday,Miscellaneous Stores,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/20,35,4,0,0,80.36947368
140,138,0,3,2008,10,20,9:03,29.53,Swipe Transaction,1.7153E+18,Corona,CA,92881,3722,,Yes,2008/10/20 9:03,9,Monday,(T&E) Lodging,Hazel Robinson,53,66,1966,11,Female,462 Rose Lane,,La Verne,CA,91750,34.15,-117.76,"$29,278 ","$59,696 ","$127,613 ",787,5,0,0_3,1,2008/10/20,35,1,7,4,80.36947368
